319,606.2
319.5,607.1
320,608
320.5,608.9
321,609.8
321.5,610.7
322,611.6
322.5,612.5
323,613.4
323.5,614.3
324,615.2
324.5,616.1
325,617
325.5,617.9
326,618.8
326.5,619.7
327,620.6
327.5,621.5
328,622.4
328.5,623.3
329,624.2
329.5,625.1
330,626
330.5,626.9
331,627.8
331.5,628.7
332,629.6
332.5,630.5
333,631.4
333.5,632.3
334,633.2
334.5,634.1
335,635
335.5,635.9
336,636.8
336.5,637.7
337,638.6
337.5,639.5
338,640.4
338.5,641.3
339,642.2
339.5,643.1
340,644
340.5,644.9
341,645.8
341.5,646.7
342,647.6
342.5,648.5
343,649.4
343.5,650.3
344,651.2
344.5,652.1
345,653
345.5,653.9
346,654.8
346.5,655.7
347,656.6
347.5,657.5
348,658.4
348.5,659.3
349,660.2
349.5,661.1
350,662
350.5,662.9
351,663.8
351.5,664.7
352,665.6
352.5,666.5
353,667.4
353.5,668.3
354,669.2
354.5,670.1
355,671
355.5,671.9
356,672.8
356.5,673.7
357,674.6
357.5,675.5
358,676.4
358.5,677.3
359,678.2
359.5,679.1
360,680
360.5,680.9
361,681.8
361.5,682.7
362,683.6
362.5,684.5
363,685.4
363.5,686.3
364,687.2
364.5,688.1
365,689
365.5,689.9
366,690.8
366.5,691.7
367,692.6
367.5,693.5
368,694.4
368.5,695.3
369,696.2
369.5,697.1
370,698
370.5,698.9
371,699.8
371.5,700.7
372,701.6
372.5,702.5
373,703.4
373.5,704.3
374,705.2
374.5,706.1
375,707
375.5,707.9
376,708.8
376.5,709.7
377,710.6
377.5,711.5
378,712.4
378.5,713.3
379,714.2
379.5,715.1
380,716
380.5,716.9
381,717.8
381.5,718.7
382,719.6
382.5,720.5
383,721.4
383.5,722.3
384,723.2
384.5,724.1
385,725
385.5,725.9
386,726.8
386.5,727.7
387,728.6
387.5,729.5
388,730.4
388.5,731.3
389,732.2
389.5,733.1
390,734
390.5,734.9
391,735.8
391.5,736.7
392,737.6
392.5,738.5
393,739.4
393.5,740.3
394,741.2
394.5,742.1
395,743
395.5,743.9
396,744.8
396.5,745.7
397,746.6
397.5,747.5
398,748.4
398.5,749.3
399,750.2
399.5,751.1
400,752
400.5,752.9
401,753.8
401.5,754.7
402,755.6
402.5,756.5
403,757.4
403.5,758.3
404,759.2
404.5,760.1
405,761
405.5,761.9
406,762.8
406.5,763.7
407,764.6
407.5,765.5
408,766.4
408.5,767.3
409,768.2
409.5,769.1
410,770
410.5,770.9
411,771.8
411.5,772.7
412,773.6
412.5,774.5
413,775.4
413.5,776.3
414,777.2
414.5,778.1
415,779
415.5,779.9
416,780.8
416.5,781.7
417,782.6
417.5,783.5
418,784.4
418.5,785.3
419,786.2
419.5,787.1
420,788
420.5,788.9
421,789.8
421.5,790.7
422,791.6
422.5,792.5
423,793.4
423.5,794.3
424,795.2
424.5,796.1
425,797
425.5,797.9
426,798.8
426.5,799.7
427,800.6
427.5,801.5
428,802.4
428.5,803.3
429,804.2
429.5,805.1
430,806
430.5,806.9
431,807.8
431.5,808.7
432,809.6
432.5,810.5
433,811.4
433.5,812.3
434,813.2
434.5,814.1
435,815
435.5,815.9
436,816.8
436.5,817.7
437,818.6
437.5,819.5
438,820.4
438.5,821.3
439,822.2
439.5,823.1
440,824
440.5,824.9
441,825.8
441.5,826.7
442,827.6
442.5,828.5
443,829.4
443.5,830.3
444,831.2
444.5,832.1
445,833
445.5,833.9
446,834.8
446.5,835.7
447,836.6
447.5,837.5
448,838.4
448.5,839.3
449,840.2
449.5,841.1
450,842
450.5,842.9
451,843.8
451.5,844.7
452,845.6
452.5,846.5
453,847.4
453.5,848.3
454,849.2
454.5,850.1
455,851
455.5,851.9
456,852.8
456.5,853.7
457,854.6
457.5,855.5
458,856.4
458.5,857.3
459,858.2
459.5,859.1
460,860
460.5,860.9
461,861.8
461.5,862.7
462,863.6
462.5,864.5
463,865.4
463.5,866.3
464,867.2
464.5,868.1
465,869
465.5,869.9
466,870.8
466.5,871.7
467,872.6
467.5,873.5
468,874.4
468.5,875.3
469,876.2
469.5,877.1
470,878
470.5,878.9
471,879.8
471.5,880.7
472,881.6
472.5,882.5
473,883.4
473.5,884.3
474,885.2
474.5,886.1
475,887
475.5,887.9
476,888.8
476.5,889.7
477,890.6
477.5,891.5
478,892.4
478.5,893.3
479,894.2
479.5,895.1
480,896
480.5,896.9
481,897.8
481.5,898.7
482,899.6
482.5,900.5
483,901.4
483.5,902.3
484,903.2
484.5,904.1
485,905
485.5,905.9
486,906.8
486.5,907.7
487,908.6
487.5,909.5
488,910.4
488.5,911.3
489,912.2
489.5,913.1
490,914
490.5,914.9
491,915.8
491.5,916.7
492,917.6
492.5,918.5
493,919.4
493.5,920.3
494,921.2
494.5,922.1
495,923
495.5,923.9
496,924.8
496.5,925.7
497,926.6
497.5,927.5
498,928.4
498.5,929.3
499,930.2
499.5,931.1
