0,32
0.5,32.9
1,33.8
1.5,34.7
2,35.6
2.5,36.5
3,37.4
3.5,38.3
4,39.2
4.5,40.1
5,41
5.5,41.9
6,42.8
6.5,43.7
7,44.6
7.5,45.5
8,46.4
8.5,47.3
9,48.2
9.5,49.1
10,50
10.5,50.9
11,51.8
11.5,52.7
12,53.6
12.5,54.5
13,55.4
13.5,56.3
14,57.2
14.5,58.1
15,59
15.5,59.9
16,60.8
16.5,61.7
17,62.6
17.5,63.5
18,64.4
18.5,65.3
19,66.2
19.5,67.1
20,68
20.5,68.9
21,69.8
21.5,70.7
22,71.6
22.5,72.5
23,73.4
23.5,74.3
24,75.2
24.5,76.1
25,77
25.5,77.9
26,78.8
26.5,79.7
27,80.6
27.5,81.5
28,82.4
28.5,83.3
29,84.2
29.5,85.1
30,86
30.5,86.9
31,87.8
31.5,88.7
32,89.6
32.5,90.5
33,91.4
33.5,92.3
34,93.2
34.5,94.1
35,95
35.5,95.9
36,96.8
36.5,97.7
37,98.6
37.5,99.5
38,100.4
38.5,101.3
39,102.2
39.5,103.1
40,104
40.5,104.9
41,105.8
41.5,106.7
42,107.6
42.5,108.5
43,109.4
43.5,110.3
44,111.2
44.5,112.1
45,113
45.5,113.9
46,114.8
46.5,115.7
47,116.6
47.5,117.5
48,118.4
48.5,119.3
49,120.2
49.5,121.1
50,122
50.5,122.9
51,123.8
51.5,124.7
52,125.6
52.5,126.5
53,127.4
53.5,128.3
54,129.2
54.5,130.1
55,131
55.5,131.9
56,132.8
56.5,133.7
57,134.6
57.5,135.5
58,136.4
58.5,137.3
59,138.2
59.5,139.1
60,140
60.5,140.9
61,141.8
61.5,142.7
62,143.6
62.5,144.5
63,145.4
63.5,146.3
64,147.2
64.5,148.1
65,149
65.5,149.9
66,150.8
66.5,151.7
67,152.6
67.5,153.5
68,154.4
68.5,155.3
69,156.2
69.5,157.1
70,158
70.5,158.9
71,159.8
71.5,160.7
72,161.6
72.5,162.5
73,163.4
73.5,164.3
74,165.2
74.5,166.1
75,167
75.5,167.9
76,168.8
76.5,169.7
77,170.6
77.5,171.5
78,172.4
78.5,173.3
79,174.2
79.5,175.1
80,176
80.5,176.9
81,177.8
81.5,178.7
82,179.6
82.5,180.5
83,181.4
83.5,182.3
84,183.2
84.5,184.1
85,185
85.5,185.9
86,186.8
86.5,187.7
87,188.6
87.5,189.5
88,190.4
88.5,191.3
89,192.2
89.5,193.1
90,194
90.5,194.9
91,195.8
91.5,196.7
92,197.6
92.5,198.5
93,199.4
93.5,200.3
94,201.2
94.5,202.1
95,203
95.5,203.9
96,204.8
96.5,205.7
97,206.6
97.5,207.5
98,208.4
98.5,209.3
99,210.2
99.5,211.1
100,212
100.5,212.9
101,213.8
101.5,214.7
102,215.6
102.5,216.5
103,217.4
103.5,218.3
104,219.2
104.5,220.1
105,221
105.5,221.9
106,222.8
106.5,223.7
107,224.6
107.5,225.5
108,226.4
108.5,227.3
109,228.2
109.5,229.1
110,230
110.5,230.9
111,231.8
111.5,232.7
112,233.6
112.5,234.5
113,235.4
113.5,236.3
114,237.2
114.5,238.1
115,239
115.5,239.9
116,240.8
116.5,241.7
117,242.6
117.5,243.5
118,244.4
118.5,245.3
119,246.2
119.5,247.1
120,248
120.5,248.9
121,249.8
121.5,250.7
122,251.6
122.5,252.5
123,253.4
123.5,254.3
124,255.2
124.5,256.1
125,257
125.5,257.9
126,258.8
126.5,259.7
127,260.6
127.5,261.5
128,262.4
128.5,263.3
129,264.2
129.5,265.1
130,266
130.5,266.9
131,267.8
131.5,268.7
132,269.6
132.5,270.5
133,271.4
133.5,272.3
134,273.2
134.5,274.1
135,275
135.5,275.9
136,276.8
136.5,277.7
137,278.6
137.5,279.5
138,280.4
138.5,281.3
139,282.2
139.5,283.1
140,284
140.5,284.9
141,285.8
141.5,286.7
142,287.6
142.5,288.5
143,289.4
143.5,290.3
144,291.2
144.5,292.1
145,293
145.5,293.9
146,294.8
146.5,295.7
147,296.6
147.5,297.5
148,298.4
148.5,299.3
149,300.2
149.5,301.1
150,302
150.5,302.9
151,303.8
151.5,304.7
152,305.6
152.5,306.5
153,307.4
153.5,308.3
154,309.2
154.5,310.1
155,311
155.5,311.9
156,312.8
156.5,313.7
157,314.6
157.5,315.5
158,316.4
158.5,317.3
159,318.2
159.5,319.1
160,320
160.5,320.9
161,321.8
161.5,322.7
162,323.6
162.5,324.5
163,325.4
163.5,326.3
164,327.2
164.5,328.1
165,329
165.5,329.9
166,330.8
166.5,331.7
167,332.6
167.5,333.5
168,334.4
168.5,335.3
169,336.2
169.5,337.1
170,338
170.5,338.9
171,339.8
171.5,340.7
172,341.6
172.5,342.5
173,343.4
173.5,344.3
174,345.2
174.5,346.1
175,347
175.5,347.9
176,348.8
176.5,349.7
177,350.6
177.5,351.5
178,352.4
178.5,353.3
179,354.2
179.5,355.1
180,356
180.5,356.9
181,357.8
181.5,358.7
182,359.6
182.5,360.5
183,361.4
183.5,362.3
184,363.2
184.5,364.1
185,365
185.5,365.9
186,366.8
186.5,367.7
187,368.6
187.5,369.5
188,370.4
188.5,371.3
189,372.2
189.5,373.1
190,374
190.5,374.9
191,375.8
191.5,376.7
192,377.6
192.5,378.5
193,379.4
193.5,380.3
194,381.2
194.5,382.1
195,383
195.5,383.9
196,384.8
196.5,385.7
197,386.6
197.5,387.5
198,388.4
198.5,389.3
199,390.2
199.5,391.1
200,392
200.5,392.9
201,393.8
201.5,394.7
202,395.6
202.5,396.5
203,397.4
203.5,398.3
204,399.2
204.5,400.1
205,401
205.5,401.9
206,402.8
206.5,403.7
207,404.6
207.5,405.5
208,406.4
208.5,407.3
209,408.2
209.5,409.1
210,410
210.5,410.9
211,411.8
211.5,412.7
212,413.6
212.5,414.5
213,415.4
213.5,416.3
214,417.2
214.5,418.1
215,419
215.5,419.9
216,420.8
216.5,421.7
217,422.6
217.5,423.5
218,424.4
218.5,425.3
219,426.2
219.5,427.1
220,428
220.5,428.9
221,429.8
221.5,430.7
222,431.6
222.5,432.5
223,433.4
223.5,434.3
224,435.2
224.5,436.1
225,437
225.5,437.9
226,438.8
226.5,439.7
227,440.6
227.5,441.5
228,442.4
228.5,443.3
229,444.2
229.5,445.1
230,446
230.5,446.9
231,447.8
231.5,448.7
232,449.6
232.5,450.5
233,451.4
233.5,452.3
234,453.2
234.5,454.1
235,455
235.5,455.9
236,456.8
236.5,457.7
237,458.6
237.5,459.5
238,460.4
238.5,461.3
239,462.2
239.5,463.1
240,464
240.5,464.9
241,465.8
241.5,466.7
242,467.6
242.5,468.5
243,469.4
243.5,470.3
244,471.2
244.5,472.1
245,473
245.5,473.9
246,474.8
246.5,475.7
247,476.6
247.5,477.5
248,478.4
248.5,479.3
249,480.2
249.5,481.1
250,482
250.5,482.9
251,483.8
251.5,484.7
252,485.6
252.5,486.5
253,487.4
253.5,488.3
254,489.2
254.5,490.1
255,491
255.5,491.9
256,492.8
256.5,493.7
257,494.6
257.5,495.5
258,496.4
258.5,497.3
259,498.2
259.5,499.1
260,500
260.5,500.9
261,501.8
261.5,502.7
262,503.6
262.5,504.5
263,505.4
263.5,506.3
264,507.2
264.5,508.1
265,509
265.5,509.9
266,510.8
266.5,511.7
267,512.6
267.5,513.5
268,514.4
268.5,515.3
269,516.2
269.5,517.1
270,518
270.5,518.9
271,519.8
271.5,520.7
272,521.6
272.5,522.5
273,523.4
273.5,524.3
274,525.2
274.5,526.1
275,527
275.5,527.9
276,528.8
276.5,529.7
277,530.6
277.5,531.5
278,532.4
278.5,533.3
279,534.2
279.5,535.1
280,536
280.5,536.9
281,537.8
281.5,538.7
282,539.6
282.5,540.5
283,541.4
283.5,542.3
284,543.2
284.5,544.1
285,545
285.5,545.9
286,546.8
286.5,547.7
287,548.6
287.5,549.5
288,550.4
288.5,551.3
289,552.2
289.5,553.1
290,554
290.5,554.9
291,555.8
291.5,556.7
292,557.6
292.5,558.5
293,559.4
293.5,560.3
294,561.2
294.5,562.1
295,563
295.5,563.9
296,564.8
296.5,565.7
297,566.6
297.5,567.5
298,568.4
298.5,569.3
299,570.2
299.5,571.1
300,572
300.5,572.9
301,573.8
301.5,574.7
302,575.6
302.5,576.5
303,577.4
303.5,578.3
304,579.2
304.5,580.1
305,581
305.5,581.9
306,582.8
306.5,583.7
307,584.6
307.5,585.5
308,586.4
308.5,587.3
309,588.2
309.5,589.1
310,590
310.5,590.9
311,591.8
311.5,592.7
312,593.6
312.5,594.5
313,595.4
313.5,596.3
314,597.2
314.5,598.1
315,599
315.5,599.9
316,600.8
316.5,601.7
317,602.6
317.5,603.5
318,604.4
318.5,605.3
